CNES,Estabelecimento,Municipios,Existentes,SUS,Estado
2298031,SES RJ HOSPITAL ESTADUAL ALBERTO TORRES GERAL SAO GONCALO,SAO GONCALO,11,11,RIO DE JANEIRO
4089189,HOSPITAL MUNICIPAL NOSSA SENHORA DE NAZARETH,SAQUAREMA,10,0,RIO DE JANEIRO
0026050,HOSPITAL SANTA CECILIA,VOLTA REDONDA,5,0,RIO DE JANEIRO
6635148,HOSPITAL UNIMED,VOLTA REDONDA,6,0,RIO DE JANEIRO
7052987,INOVA MEDIC,VOLTA REDONDA,10,0,RIO DE JANEIRO
6255981,NEOVIDA,VOLTA REDONDA,4,0,RIO DE JANEIRO
9074457,SES RJ HOSP REGIONAL MEDIO PARAIBA DRA ZILDA ARNS NEUMANN,VOLTA REDONDA,20,20,RIO DE JANEIRO
2371707,HOSPITAL WILSON ROSADO,MOSSORO,10,0,RIO GRANDE DO NORTE
2409151,HOSPITAL INFANTIL VARELA SANTIAGO,NATAL,10,10,RIO GRANDE DO NORTE
2654261,HOSPITAL MARIA ALICE FERNANDES,NATAL,15,15,RIO GRANDE DO NORTE
2653923,HOSPITAL MONSENHOR WALFREDO GURGEL,NATAL,6,6,RIO GRANDE DO NORTE
2656930,HOSPITAL RIO GRANDE,NATAL,12,2,RIO GRANDE DO NORTE
2653982,HUOL HOSPITAL UNIVERSITARIO ONOFRE LOPES,NATAL,5,5,RIO GRANDE DO NORTE
2380463,INCOR NATAL,NATAL,5,5,RIO GRANDE DO NORTE
2515598,CLINICAS MASTERPLASTICA MONTE SINAI,ARIQUEMES,5,0,RONDONIA
6599877,HOSPITAL REGIONAL DE CACOAL HRC,CACOAL,9,9,RONDONIA
7068336,HOSPITAL DE AMOR AMAZONIA,PORTO VELHO,4,0,RONDONIA
4001303,HOSPITAL DE BASE PORTO VELHO,PORTO VELHO,9,9,RONDONIA
2493896,HOSPITAL INFANTIL COSME E DAMIAO PORTO VELHO,PORTO VELHO,9,0,RONDONIA
2515369,HOSPITAL SAMAR,PORTO VELHO,16,0,RONDONIA
2320681,HOSPITAL DA CRIANCA SANTO ANTONIO,BOA VISTA,15,10,RORAIMA
2261987,SANTA CASA DE CARIDADE DE BAGE,BAGE,10,6,RIO GRANDE DO SUL
2241021,HOSPITAL TACCHINI,BENTO GONCALVES,10,7,RIO GRANDE DO SUL
2266474,HOSPITAL DE CARIDADE E BENEFICENCIA,CACHOEIRA DO SUL,0,0,RIO GRANDE DO SUL
2223538,HOSPITAL GERAL,CAXIAS DO SUL,9,9,RIO GRANDE DO SUL
2707918,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,ERECHIM,7,7,RIO GRANDE DO SUL
2261057,HOSPITAL DE CLINICAS IJUI,IJUI,4,4,RIO GRANDE DO SUL
2252287,HOSPITAL BRUNO BORN,LAJEADO,10,8,RIO GRANDE DO SUL
2232057,HOSPITAL REGINA NOVO HAMBURGO,NOVO HAMBURGO,6,2,RIO GRANDE DO SUL
2246988,HOSPITAL SAO VICENTE DE PAULO,PASSO FUNDO,13,12,RIO GRANDE DO SUL
2253046,UCPEL HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA,PELOTAS,10,8,RIO GRANDE DO SUL
2693801,ASSOCIACAO HOSPITALAR VILA NOVA,PORTO ALEGRE,10,0,RIO GRANDE DO SUL
2237822,HOSPITAL MATERNO INFANTIL PRESIDENTE VARGAS,PORTO ALEGRE,11,10,RIO GRANDE DO SUL
2237571,HOSPITAL NOSSA SENHORA DA CONCEICAO SA,PORTO ALEGRE,19,19,RIO GRANDE DO SUL
2707675,HOSPITAL UNIVERSITARIO DR MIGUEL RIET CORREA JR,RIO GRANDE,10,10,RIO GRANDE DO SUL
2254964,HOSPITAL SANTA CRUZ,SANTA CRUZ DO SUL,4,4,RIO GRANDE DO SUL
2244276,HOSPITAL DE CARIDADE ASTROGILDO DE AZEVEDO,SANTA MARIA,9,0,RIO GRANDE DO SUL
2244306,HOSPITAL UNIVERSITARIO SANTA MARIA,SANTA MARIA,10,10,RIO GRANDE DO SUL
2254611,HOSPITAL VIDA SAUDE,SANTA ROSA,10,10,RIO GRANDE DO SUL
2558254,HOSPITAL SANTO ANTONIO,BLUMENAU,10,10,SANTA CATARINA
9543856,IMIGRANTES HOSPITAL E MATERNIDADE,BRUSQUE,21,0,SANTA CATARINA
2537788,HOSPITAL REGIONAL DO OESTE,CHAPECO,5,5,SANTA CATARINA
2537397,HOSPITAL UNIMED CHAPECO,CHAPECO,8,0,SANTA CATARINA
2303892,HOSPITAL SAO FRANCISCO,CONCORDIA,6,6,SANTA CATARINA
2594277,HOSPITAL MATERNO INFANTIL SANTA CATARINA,CRICIUMA,10,3,SANTA CATARINA
2302101,HOSPITAL HELIO ANJOS ORTIZ,CURITIBANOS,3,3,SANTA CATARINA
2691868,HOSPITAL INFANTIL JOANA DE GUSMAO,FLORIANOPOLIS,30,20,SANTA CATARINA
2744937,HOSPITAL INFANTIL PEQUENO ANJO,ITAJAI,10,10,SANTA CATARINA
2306344,HOSPITAL JARAGUA,JARAGUA DO SUL,11,6,SANTA CATARINA
6048692,HOSPITAL INFANTIL DR JESER AMARANTE FARIA,JOINVILLE,30,30,SANTA CATARINA
2662914,HOSPITAL SEARA DO BEM MATERNO E INFANTIL,LAGES,15,7,SANTA CATARINA
2568713,HOSPITAL REGIONAL ALTO VALE,RIO DO SUL,2,2,SANTA CATARINA
2672839,HOSPITAL DOM JOAQUIM IMAS,SOMBRIO,10,0,SANTA CATARINA
2816210,HOSPITAL GOVERNADOR JOAO ALVES FILHO,ARACAJU,10,10,SERGIPE
0002232,HOSPITAL SANTA ISABEL,ARACAJU,10,10,SERGIPE
0002585,HOSPITAL SAO LUCAS,ARACAJU,6,0,SERGIPE
2082179,HOSPITAL SAO FRANCISCO DE AMERICANA,AMERICANA,2,0,SAO PAULO
2688700,HOSPITAL SAO LUCAS,AMERICANA,6,0,SAO PAULO
2078775,SANTA CASA DE ARACATUBA HOSPITAL SAGRADO CORACAO DE JESUS,ARACATUBA,3,3,SAO PAULO
7564902,HOSPITAL SAO FRANCISCO ARARAQUARA,ARARAQUARA,1,0,SAO PAULO
6943284,MATERNIDADE GOTA DE LEITE DE ARARAQUARA,ARARAQUARA,3,3,SAO PAULO
2083094,HOSPITAL REGIONAL DE ASSIS,ASSIS,3,3,SAO PAULO
0837164,HOSPITAL VILLAGE,BARRETOS,3,0,SAO PAULO
6095666,HOSPITAL MUNICIPAL DE BARUERI DR FRANCISCO MORAN,BARUERI,8,8,SAO PAULO
3003361,HOSPITAL BENEFICENCIA PORTUGUESA DE BAURU,BAURU,2,0,SAO PAULO
3880966,HOSPITAL DAS CLINICAS DE BAURU HCB,BAURU,16,0,SAO PAULO
2790564,HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU,BAURU,6,6,SAO PAULO
2790602,HOSPITAL ESTADUAL BAURU,BAURU,11,11,SAO PAULO
2790661,HOSPITAL UNIMED DE BAURU,BAURU,3,0,SAO PAULO
2688433,COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA,BRAGANCA PAULISTA,1,0,SAO PAULO
2704900,HOSPITAL UNIVERSITARIO SAO FRANCISCO NA PROV DE DEUS,BRAGANCA PAULISTA,3,3,SAO PAULO
6053858,COMPLEXO HOSPITALAR PREFEITO EDIVALDO ORSI,CAMPINAS,15,15,SAO PAULO
2082128,HOSPITAL E MATERNIDADE CELSO PIERRO,CAMPINAS,10,7,SAO PAULO
2022648,HOSPITAL IRMAOS PENTEADO E SANTA CASA DE CAMPINAS,CAMPINAS,10,0,SAO PAULO
2081490,HOSPITAL MUNICIPAL DR MARIO GATTI CAMPINAS,CAMPINAS,6,6,SAO PAULO
2081938,HOSPITAL SANTA TEREZA,CAMPINAS,1,0,SAO PAULO
0092894,HOSPITAL REGIONAL DO LITORAL NORTE,CARAGUATATUBA,10,10,SAO PAULO
2792168,HOSPITAL GERAL DE CARAPICUIBA,CARAPICUIBA,6,6,SAO PAULO
2089327,HOSPITAL PADRE ALBINO CATANDUVA,CATANDUVA,6,6,SAO PAULO
2070413,UNIMED HOSPITAL SAO DOMINGOS,CATANDUVA,3,0,SAO PAULO
3101126,HOSPITAL SAO FRANCISCO SC LTDA,COTIA,10,0,SAO PAULO
2084163,HOSPITAL ESTADUAL DE DIADEMA HOSPITAL SERRARIA,DIADEMA,5,5,SAO PAULO
2080079,HOSPITAL DR OSIRIS FLORINDO COELHO,FERRAZ DE VASCONCELOS,10,10,SAO PAULO
2705982,SANTA CASA DE FRANCA,FRANCA,7,6,SAO PAULO
3028399,HOSPITAL ESTADUAL PROF CARLOS DA SILVA LACAZ FCO MORATO,FRANCISCO MORATO,8,8,SAO PAULO
9373306,HOSPITAL CASA DE SAUDE DO GUARUJA,GUARUJA,1,0,SAO PAULO
2754843,HOSPITAL SANTO AMARO,GUARUJA,3,3,SAO PAULO
9255826,HOSPITAL E MATERNIDADE GUARULHOS,GUARULHOS,10,0,SAO PAULO
2080338,HOSPITAL GERAL DE GUARULHOS PROF DR WALDEMAR DE CARVALHO,GUARULHOS,6,6,SAO PAULO
2080427,HOSPITAL MUNICIPAL DA CRIANCA E DO ADOLESCENTE HMCA,GUARULHOS,10,10,SAO PAULO
2784602,HOSPITAL AUGUSTO DE OLIVEIRA CAMARGO,INDAIATUBA,2,0,SAO PAULO
2792176,HOSPITAL GERAL DE ITAPECERICA DA SERRA,ITAPECERICA DA SERRA,6,4,SAO PAULO
2078104,HOSPITAL GERAL DE ITAPEVI,ITAPEVI,10,10,SAO PAULO
2085194,HOSPITAL SAO FRANCISCO DE ASSIS,JACAREI,10,6,SAO PAULO
2791722,SANTA CASA DE JAU,JAU,6,4,SAO PAULO
2078767,HOSPITAL PITANGUEIRAS,JUNDIAI,9,0,SAO PAULO
2078759,HOSPITAL SANTA ELISA,JUNDIAI,2,0,SAO PAULO
3012212,HU HOSPITAL UNIVERSITARIO,JUNDIAI,6,6,SAO PAULO
2078066,INTERMEDICA HPS HOSPITAL PAULO SACRAMENTO,JUNDIAI,1,0,SAO PAULO
2081458,SANTA CASA DE LIMEIRA,LIMEIRA,8,7,SAO PAULO
2025507,HOSPITAL DAS CLINICAS HCFAMEMA,MARILIA,7,7,SAO PAULO
5860490,HOSPITAL UNIVERSITARIO DE MARILIA,MARILIA,4,0,SAO PAULO
2083116,SANTA CASA DE MARILIA,MARILIA,6,2,SAO PAULO
2690764,HOSPITAL E MATERNIDADE BRASIL UNIDADE MAUA,MAUA,8,0,SAO PAULO
2084236,CENTRO ESP EM REABILITACAO DR ARNALDO PEZZUTI CAVALCANTI MOG,MOGI DAS CRUZES,28,28,SAO PAULO
2080680,HOSPITAL DAS CLINICAS LUZIA DE PINHO MELO MOGI DAS CRUZES,MOGI DAS CRUZES,9,9,SAO PAULO
0008028,HOSPITAL MUNICIPAL ANTONIO GIGLIO,OSASCO,8,8,SAO PAULO
0008052,HOSPITAL REGIONAL DR VIVALDO MARTINS SIMOES OSASCO,OSASCO,8,8,SAO PAULO
4049020,SANTA CASA DE OURINHOS,OURINHOS,7,3,SAO PAULO
6817890,ASSOCIACAO HOSPITALAR CASA DE SAUDE DE SANTOS UNID II,PRAIA GRANDE,10,0,SAO PAULO
2716097,COMPLEXO HOSPITALAR IRMA DULCE O S S,PRAIA GRANDE,10,10,SAO PAULO
4123077,IGESP SA CENTRO MEDICO E CIRURGICO INST GASTROENT DE SP,PRAIA GRANDE,3,0,SAO PAULO
9556095,HOSPITAL REGIONAL DE REGISTRO REGISTRO,REGISTRO,10,10,SAO PAULO
2079275,HOSPITAL RIBEIRAO PRETO,RIBEIRAO PRETO,2,2,SAO PAULO
2079038,HOSPITAL SAO PAULO RIBEIRAO PRETO,RIBEIRAO PRETO,18,0,SAO PAULO
7965192,HOSPITAL UNIMED RIBEIRAO PRETO,RIBEIRAO PRETO,12,0,SAO PAULO
2084414,SANTA CASA DE RIBEIRAO PRETO,RIBEIRAO PRETO,1,1,SAO PAULO
2081032,HOSPITAL UNIMED DE RIO CLARO,RIO CLARO,1,0,SAO PAULO
2082888,SANTA CASA DE RIO CLARO,RIO CLARO,2,2,SAO PAULO
0008923,CENTRO HOSPITALAR DE SANTO ANDRE DR NEWTON DA COSTA BRANDAO,SANTO ANDRE,10,10,SAO PAULO
2080273,HOSPITAL ESTADUAL MARIO COVAS DE SANTO ANDRE,SANTO ANDRE,7,7,SAO PAULO
2079720,HOSPITAL GUILHERME ALVARO SANTOS,SANTOS,10,10,SAO PAULO
3221792,INFANTIL SANTOS COOPERATIVA MEDICO HOSPITALAR,SANTOS,8,0,SAO PAULO
2027356,HOSPITAL DA MULHER,SAO BERNARDO DO CAMPO,2,2,SAO PAULO
7373465,HOSPITAL DE CLINICAS MUNICIPAL,SAO BERNARDO DO CAMPO,10,10,SAO PAULO
2069776,HOSPITAL DE URGENCIA,SAO BERNARDO DO CAMPO,10,5,SAO PAULO
2082594,COMPLEXO HOSPITALAR MUNICIPAL,SAO CAETANO DO SUL,10,6,SAO PAULO
2080931,SANTA CASA DE SAO CARLOS,SAO CARLOS,5,5,SAO PAULO
2097117,HOSPITAL AUSTA SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,2,0,SAO PAULO
2077396,HOSPITAL DE BASE DE SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,10,2,SAO PAULO
2097613,HOSPITAL INFANTE D HENRIQUE,SAO JOSE DO RIO PRETO,4,3,SAO PAULO
9491252,DR RUBENS SAVASTANO HOSPITAL REGIONAL DE SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,10,10,SAO PAULO
0009628,HOSPITAL MUNICIPAL DR JOSE DE CARVALHO FLORENCE,SAO JOSE DOS CAMPOS,8,8,SAO PAULO
3042529,HOSPITAL POLICLIN,SAO JOSE DOS CAMPOS,1,0,SAO PAULO
2077655,ASSOC AACD V CLEMENTINO,SAO PAULO,2,2,SAO PAULO
2752077,HOSP DO SERV PUB MUNICIPAL HSPM,SAO PAULO,4,0,SAO PAULO
5420938,HOSP MUN CARMEN PRUDENTE,SAO PAULO,11,10,SAO PAULO
2080346,HOSP MUN DR CARMINO CARICCHIO,SAO PAULO,6,6,SAO PAULO
2786680,HOSP MUN FERNANDO MAURO PIRES DA ROCHA,SAO PAULO,16,10,SAO PAULO
2078325,HOSP MUN INFANTIL MENINO JESUS,SAO PAULO,20,10,SAO PAULO
2081970,HOSP MUN JABAQUARA ARTUR RIBEIRO DE SABOYA,SAO PAULO,8,8,SAO PAULO
9465464,HOSP MUN JOSANIAS CASTANHA BRAGA,SAO PAULO,10,10,SAO PAULO
5718368,HOSP MUN M BOI MIRIM,SAO PAULO,10,10,SAO PAULO
2082829,HOSP MUN PROFESSOR DOUTOR ALIPIO CORREA NETTO,SAO PAULO,10,6,SAO PAULO
2080583,HOSP MUN TIDE SETUBAL,SAO PAULO,10,10,SAO PAULO
3212130,HOSP MUN VER JOSE STOROPOLLI,SAO PAULO,5,5,SAO PAULO
2080974,HOSP PAULISTA DE OTORRINOLARINGOLOGIA,SAO PAULO,1,0,SAO PAULO
2081288,HOSPITAL DO CORACAO,SAO PAULO,12,0,SAO PAULO
9554157,HOSPITAL E MATERNIDADE SALVALUS,SAO PAULO,18,0,SAO PAULO
2077426,HOSPITAL ESTADUAL DE VILA ALPINA ORG SOCIAL SECONCI SAO PAUL,SAO PAULO,7,7,SAO PAULO
2077493,HOSPITAL GERAL DE SAO MATEUS SAO PAULO,SAO PAULO,10,10,SAO PAULO
2091755,HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO,SAO PAULO,5,5,SAO PAULO
2077671,HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP,SAO PAULO,9,8,SAO PAULO
2088517,HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO,SAO PAULO,20,20,SAO PAULO
2082225,HOSPITAL KATIA DE SOUZA RODRIGUES TAIPAS SAO PAULO,SAO PAULO,10,10,SAO PAULO
0102105,HOSPITAL MUNICIPAL BRASILANDIA,SAO PAULO,10,10,SAO PAULO
2091313,HOSPITAL REGIONAL SUL SAO PAULO,SAO PAULO,7,7,SAO PAULO
9490604,HOSPITAL SAGRADA FAMILIA,SAO PAULO,10,0,SAO PAULO
2080818,HOSPITAL SAMARITANO,SAO PAULO,2,0,SAO PAULO
2089602,HOSPITAL SEPACO,SAO PAULO,30,0,SAO PAULO
2088495,INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA IDPC SAO PAULO,SAO PAULO,12,12,SAO PAULO
2688689,SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO,SAO PAULO,6,6,SAO PAULO
2084171,HOSPITAL E MATERNIDADE SAO JOSE,SERTAOZINHO,3,2,SAO PAULO
2079321,HOSPITAL GPACI SOROCABA,SOROCABA,8,5,SAO PAULO
9491112,HOSPITAL REGIONAL DE SOROCABA,SOROCABA,10,10,SAO PAULO
2708566,HOSPITAL UNIMED DE SOROCABA DR MIGUEL VILLA NOVA SOEIRO,SOROCABA,9,0,SAO PAULO
2083981,HOSPITAL ESTADUAL SUMARE,SUMARE,6,6,SAO PAULO
0473561,HOSPITAL SAINT NICHOLAS MEDICAL,SUZANO,5,0,SAO PAULO
2079828,HOSPITAL GERAL PIRAJUSSARA TABOAO DA SERRA,TABOAO DA SERRA,5,5,SAO PAULO
2078295,SANTA CASA DE TAQUARITINGA,TAQUARITINGA,1,0,SAO PAULO
7368704,HOSPITAL UNIMED TATUI JOSE FCO M DE ALMEIDA DR KIKO,TATUI,1,0,SAO PAULO
2749319,HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBATE,TAUBATE,4,4,SAO PAULO
3126838,HOSPITAL REGIONAL DO VALE DO PARAIBA,TAUBATE,9,9,SAO PAULO
5515483,HOSPITAL E MATERNIDADE GALILEO,VALINHOS,3,0,SAO PAULO
3663051,HOSPITAL MUNICIPAL DE ARAGUAINA DR EDUARDO NOVAES MEDRADO,ARAGUAINA,10,10,TOCANTINS
2600536,HOSPITAL REGIONAL DE ARAGUAINA,ARAGUAINA,1,1,TOCANTINS
2786109,HOSPITAL REGIONAL DE GURUPI,GURUPI,2,2,TOCANTINS
2792478,HOSPITAL E MATERNIDADE CRISTO REI PALMAS,PALMAS,10,0,TOCANTINS
2786117,HOSPITAL GERAL DE PALMAS DR FRANCISCO AYRES,PALMAS,20,8,TOCANTINS
